_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE,OFFENCE_GROUP,LOCATION_CATEGORY,LOCATION_GROUP
999,GO-2023217796,2023,2023-01-28,2000,2023,2023-01-28,2033,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO,Mischief and Property Damage,Private,Private
1000,GO-2023226901,2023,2023-01-29,2132,2023,2023-01-29,2132,D52,Public Transportation,NO,NO,"Black, South Asian",None,None,None,None,None,YES,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES,Assault-related Offenses,Public,Public
1006,GO-2023309219,2023,2023-02-08,1600,2023,2023-02-08,1855,D55,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,062,East End-Danforth (62),062,East End-Danforth (62),YES,Assault-related Offenses,Public,Public
1008,GO-2023336859,2023,2023-02-10,309,2023,2023-02-12,735,D13,NA,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,094,Wychwood (94),094,Wychwood (94),NO,Threats and Harassment,Other,Other
1010,GO-2023338915,2023,2023-02-12,1534,2023,2023-02-12,1534,D55,Public Transportation,NO,NO,Latino,None,None,None,None,None,YES,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,Assault-related Offenses,Public,Public
1012,GO-2023378214,2023,2023-02-13,800,2023,2023-02-17,1109,D12,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,113,Weston (113),113,Weston (113),NO,Mischief and Property Damage,Public,Public
1013,GO-2023355019,2023,2023-02-13,1,2023,2023-02-14,1305,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),NO,Mischief and Property Damage,Public,Public
1015,GO-2023633936,2023,2023-02-15,700,2023,2023-03-22,755,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,Transgender,YES,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,Mischief and Property Damage,Public,Public
1016,GO-2023390506,2023,2023-02-18,1030,2023,2023-02-18,2210,D51,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,074,North St.James Town (74),074,North St.James Town (74),YES,Assault-related Offenses,Public,Public
1020,GO-2023442586,2023,2023-02-25,1909,2023,2023-02-25,1909,D52,Business/Retail,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),YES,Mischief and Property Damage,Public,Public
1023,GO-2023486305,2023,2023-03-03,530,2023,2023-03-03,1018,D22,Business/Retail,NO,NO,Black,Chinese,None,None,None,None,YES,Assault,158,Islington (158),014,Islington-City Centre West (14),NO,Assault-related Offenses,Public,Public
1024,GO-2023532788,2023,2023-03-06,930,2023,2023-03-09,637,D53,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO,Assault-related Offenses,Public,Public
1026,GO-2023541026,2023,2023-03-10,630,2023,2023-03-10,715,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,Assault-related Offenses,Public,Public
1027,GO-2023619889,2023,2023-03-10,1300,2023,2023-03-20,1333,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO,Mischief and Property Damage,Public,Public
1033,GO-2023619892,2023,2023-03-16,1831,2023,2023-03-20,1333,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,Transgender Woman (Identifies As Woman),YES,Harassing Communications,062,East End-Danforth (62),062,East End-Danforth (62),NO,Threats and Harassment,Private,Private
1036,GO-2023703893,2023,2023-03-21,1800,2023,2023-03-30,2150,D14,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO,Assault-related Offenses,Other,Other
1038,GO-2023637470,2023,2023-03-22,1100,2023,2023-03-22,1540,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,Mischief and Property Damage,Public,Public
1039,GO-2023674496,2023,2023-03-24,1500,2023,2023-03-24,1510,D32,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,036,Newtonbrook West (36),036,Newtonbrook West (36),NO,Assault-related Offenses,Public,Public
1047,GO-2023738007,2023,2023-04-03,800,2023,2023-04-04,855,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO,Mischief and Property Damage,Public,Public
1050,GO-2023795213,2023,2023-04-05,1000,2023,2023-04-11,1217,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO,Mischief and Property Damage,Public,Public
1058,GO-2023788284,2023,2023-04-10,1200,2023,2023-04-10,1520,D31,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO,Mischief and Property Damage,Public,Public
1060,GO-2023793513,2023,2023-04-11,800,2023,2023-04-11,949,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,Mischief and Property Damage,Public,Public
1062,GO-2023818678,2023,2023-04-13,1,2023,2023-04-13,2143,D11,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),NO,Mischief and Property Damage,Public,Public
1066,GO-2023823508,2023,2023-04-14,1253,2023,2023-04-14,1253,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),YES,Assault-related Offenses,Public,Public
1069,GO-2023850969,2023,2023-04-17,249,2023,2023-04-17,1728,D32,Other Commercial / Corporate Places ,NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,Mischief and Property Damage,Other,Other
1070,GO-2023865018,2023,2023-04-17,1200,2023,2023-04-19,1014,D33,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO,Mischief and Property Damage,Other,Other
1072,GO-2023858130,2023,2023-04-18,1000,2023,2023-04-18,1322,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Disturbing Religious Worship Or Certain Meetings,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Hate-related Offenses,Government,Government
1075,GO-2023877756,2023,2023-04-20,1830,2023,2023-04-20,1845,D43,Other Commercial / Corporate Places ,NO,NO,South Asian,None,None,None,None,None,NO,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),YES,Assault-related Offenses,Other,Other
1076,GO-2023879143,2023,2023-04-20,2225,2023,2023-04-20,2342,D52,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Assault-related Offenses,Public,Public
1079,GO-2023906210,2023,2023-04-24,1000,2023,2023-04-24,1008,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Other race not mentioned,Ukrainian,None,None,None,None,YES,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),NO,Threats and Harassment,Private,Private
1080,GO-2023920059,2023,2023-04-25,1700,2023,2023-04-25,2105,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO,Mischief and Property Damage,Other,Other
1083,GO-2023970120,2023,2023-05-01,1929,2023,2023-05-01,1929,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES,Threats and Harassment,Private,Private
1086,GO-20231038997,2023,2023-05-06,2200,2023,2023-05-11,857,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"White, East/Southeast Asian",None,None,None,None,None,YES,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),NO,Threats and Harassment,Private,Private
1089,GO-20231087247,2023,2023-05-09,0,2023,2023-05-15,938,D32,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,Filipino,None,None,None,None,YES,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO,Mischief and Property Damage,Other,Other
1095,GO-20231096939,2023,2023-05-16,806,2023,2023-05-16,1041,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,121,Oakridge (121),121,Oakridge (121),NO,Mischief and Property Damage,Public,Public
1103,GO-20231202830,2023,2023-05-23,1200,2023,2023-05-28,1322,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,Mischief and Property Damage,Public,Public
1105,GO-20231175888,2023,2023-05-25,1238,2023,2023-05-25,1238,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO,Mischief and Property Damage,Public,Public
1106,GO-20231210136,2023,2023-05-25,830,2023,2023-05-29,949,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,173,North Toronto (173),104,Mount Pleasant West (104),NO,Threats and Harassment,Public,Public
1113,GO-20231251309,2023,2023-06-02,916,2023,2023-06-02,916,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,Mischief and Property Damage,Private,Private
1115,GO-20231268874,2023,2023-06-03,2230,2023,2023-06-03,2318,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Threats and Harassment,Public,Public
1118,GO-20231283850,2023,2023-06-05,1830,2023,2023-06-05,1830,D31,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,022,Humbermede (22),022,Humbermede (22),NO,Mischief and Property Damage,Public,Public
1120,GO-20231295647,2023,2023-06-06,2146,2023,2023-06-06,2146,D12,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),NO,Mischief and Property Damage,Public,Public
1123,GO-20231605325,2023,2023-06-08,1400,2023,2023-07-10,1911,D31,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),YES,Assault-related Offenses,Other,Other
1124,GO-20231356007,2023,2023-06-09,1200,2023,2023-06-13,1743,D51,Streets/Roadways/Highway,NO,NO,"Black, Indigenous",None,None,None,None,None,YES,Assault,073,Moss Park (73),073,Moss Park (73),YES,Assault-related Offenses,Public,Public
1125,GO-20231380501,2023,2023-06-09,0,2023,2023-06-16,1154,D32,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO,Mischief and Property Damage,Public,Public
1128,GO-20231363081,2023,2023-06-11,1140,2023,2023-06-14,959,D53,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,103,Lawrence Park South (103),103,Lawrence Park South (103),NO,Threats and Harassment,Public,Public
1134,GO-20231369939,2023,2023-06-15,922,2023,2023-06-15,922,D53,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,NO,Assault With a Weapon,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES,Assault-related Offenses,Public,Public
1136,GO-20231381111,2023,2023-06-16,1200,2023,2023-06-16,1304,D33,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO,Assault-related Offenses,Public,Public
1137,GO-20231399164,2023,2023-06-17,1200,2023,2023-06-18,1318,D12,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO,Mischief and Property Damage,Public,Public
1138,GO-20231400254,2023,2023-06-18,1522,2023,2023-06-18,1522,D42,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,144,Morningside Heights (144),131,Rouge (131),NO,Assault-related Offenses,Public,Public
1142,GO-20231415909,2023,2023-06-19,2300,2023,2023-06-20,852,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO,Mischief and Property Damage,Public,Public
1146,GO-20231451228,2023,2023-06-23,2007,2023,2023-06-23,2007,D41,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO,Assault-related Offenses,Public,Public
1155,GO-20231901697,2023,2023-07-01,1120,2023,2023-08-11,1120,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,037,Willowdale West (37),037,Willowdale West (37),NO,Threats and Harassment,Government,Government
1162,GO-20231563967,2023,2023-07-06,201,2023,2023-07-06,201,D32,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,038,Lansing-Westgate (38),038,Lansing-Westgate (38),NO,Mischief and Property Damage,Public,Public
1166,GO-20231610731,2023,2023-07-09,1600,2023,2023-07-11,1202,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),NO,Mischief and Property Damage,Private,Private
1167,GO-20231605426,2023,2023-07-09,1330,2023,2023-07-10,1925,D51,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,Threats and Harassment,Other,Other
1176,GO-20231713322,2023,2023-07-23,1300,2023,2023-07-23,1529,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),YES,Threats and Harassment,Private,Private
1185,GO-20231810268,2023,2023-08-03,1830,2023,2023-08-03,2134,D41,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,124,Kennedy Park (124),124,Kennedy Park (124),NO,Mischief and Property Damage,Public,Public
1189,GO-20231886553,2023,2023-08-10,1,2023,2023-08-14,1500,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),YES,Threats and Harassment,Private,Private
1191,GO-20231892482,2023,2023-08-12,125,2023,2023-08-14,939,D11,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,088,High Park North (88),088,High Park North (88),NO,Assault-related Offenses,Public,Public
1199,GO-20232003749,2023,2023-08-28,200,2023,2023-08-28,215,D31,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
1200,GO-20232016569,2023,2023-08-28,2200,2023,2023-08-29,1706,D55,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,066,Danforth (66),066,Danforth (66),NO,Mischief and Property Damage,Public,Public
1201,GO-20232025430,2023,2023-08-30,1607,2023,2023-08-30,1607,D55,Public Transportation,NO,NO,White,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,066,Danforth (66),066,Danforth (66),YES,Threats and Harassment,Public,Public
1205,GO-20232052832,2023,2023-09-02,2053,2023,2023-09-02,2054,D31,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,021,Humber Summit (21),021,Humber Summit (21),NO,Threats and Harassment,Public,Public
1208,GO-20232059557,2023,2023-09-03,1828,2023,2023-09-03,1828,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO,Mischief and Property Damage,Public,Public
1217,GO-20232209275,2023,2023-09-15,1330,2023,2023-09-21,1719,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Arab,None,Jewish,None,None,YES,Mischief Under $5000,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO,Mischief and Property Damage,Public,Public
1220,GO-20232173300,2023,2023-09-17,300,2023,2023-09-17,1334,D11,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,088,High Park North (88),088,High Park North (88),NO,Mischief and Property Damage,Public,Public
1225,GO-20232200934,2023,2023-09-20,1648,2023,2023-09-20,1648,D32,Other Commercial / Corporate Places ,NO,NO,South Asian,None,None,None,None,None,NO,Assault,037,Willowdale West (37),037,Willowdale West (37),NO,Assault-related Offenses,Other,Other
1227,GO-20232823864,2023,2023-09-21,1135,2023,2023-12-08,1031,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO,Mischief and Property Damage,Public,Public
1236,GO-20232380950,2023,2023-09-30,700,2023,2023-10-13,1028,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,Transgender,YES,Harassing Communications,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO,Threats and Harassment,Public,Public
1238,GO-20232402172,2023,2023-10-04,1915,2023,2023-10-16,648,NSA,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Assault,NSA,NSA,NSA,NSA,NO,Assault-related Offenses,Public,Public
1255,GO-20232532165,2023,2023-10-17,1509,2023,2023-10-19,1506,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO,Threats and Harassment,Government,Government
1256,GO-20232415484,2023,2023-10-17,1600,2023,2023-10-18,730,D55,Public Transportation,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,066,Danforth (66),066,Danforth (66),NO,Mischief and Property Damage,Public,Public
1260,GO-20232436046,2023,2023-10-20,0,2023,2023-10-20,1016,D14,"Open Area, Park or Parking Lot",NO,NO,Other race not mentioned,None,None,None,None,None,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO,Mischief and Property Damage,Public,Public
1264,GO-20232591614,2023,2023-10-22,1200,2023,2023-11-08,1639,D42,NA,NO,NO,White,None,None,None,None,None,NO,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),NO,Mischief and Property Damage,Other,Other
1266,GO-20232479821,2023,2023-10-25,1600,2023,2023-10-25,1859,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO,Mischief and Property Damage,Private,Private
1267,GO-20232515195,2023,2023-10-25,1200,2023,2023-10-30,920,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,123,Cliffcrest (123),123,Cliffcrest (123),NO,Mischief and Property Damage,Public,Public
1292,GO-20232574900,2023,2023-11-06,800,2023,2023-11-06,1547,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,146,Malvern East (146),132,Malvern (132),NO,Mischief and Property Damage,Private,Private
1295,GO-20232589313,2023,2023-11-08,1131,2023,2023-11-08,1131,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),NO,Mischief and Property Damage,Other,Other
1298,GO-20232707264,2023,2023-11-10,1953,2023,2023-11-23,1428,D14,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,South Asian,None,None,None,None,None,NO,Criminal Harassment,085,South Parkdale (85),085,South Parkdale (85),NO,Threats and Harassment,Casual,Corporate
1306,GO-20232661641,2023,2023-11-17,1629,2023,2023-11-17,1629,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Muslim,None,None,YES,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO,Mischief and Property Damage,Private,Private
1316,GO-20232698574,2023,2023-11-22,1030,2023,2023-11-22,1310,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO,Mischief and Property Damage,Government,Government
1325,GO-20232780883,2023,2023-12-02,2255,2023,2023-12-02,2302,D11,Public Transportation,NO,NO,South Asian,None,None,None,2SLGBTQ+,None,YES,Mischief Interfere With Property,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),YES,Mischief and Property Damage,Public,Public
1326,GO-20232792446,2023,2023-12-04,1331,2023,2023-12-04,1331,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO,Mischief and Property Damage,Public,Public
1333,GO-20232860486,2023,2023-12-12,2301,2023,2023-12-13,733,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),NO,Mischief and Property Damage,Public,Public
1334,GO-20232869642,2023,2023-12-14,1049,2023,2023-12-14,1049,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,087,High Park-Swansea (87),087,High Park-Swansea (87),NO,Mischief and Property Damage,Public,Public
1336,GO-20232883263,2023,2023-12-15,2200,2023,2023-12-15,2330,D32,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),YES,Threats and Harassment,Public,Public
1340,GO-20232909967,2023,2023-12-19,1715,2023,2023-12-19,1715,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Assault-related Offenses,Public,Public
1350,GO-20232984330,2023,2023-12-30,1512,2023,2023-12-30,1626,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES,Threats and Harassment,Private,Private
