_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE,OFFENCE_GROUP,LOCATION_CATEGORY,LOCATION_GROUP
393,GO-20201593152,2020,2020-08-24,1103,2020,2020-08-24,1103,D23,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO,Mischief and Property Damage,Public,Public
394,GO-20201595949,2020,2020-08-24,1230,2020,2020-08-24,1858,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO,Mischief and Property Damage,Public,Public
397,GO-20201619401,2020,2020-08-27,2235,2020,2020-08-27,2322,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES,Assault-related Offenses,Other,Other
400,GO-20201643473,2020,2020-08-31,1200,2020,2020-08-31,1215,NSA,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,NSA,NSA,NSA,NSA,YES,Assault-related Offenses,Public,Public
407,GO-20201706271,2020,2020-09-09,1221,2020,2020-09-09,1221,D51,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES,Assault-related Offenses,Public,Public
410,GO-20201714992,2020,2020-09-10,1630,2020,2020-09-10,1630,D22,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO,Assault-related Offenses,Public,Public
413,GO-20201737454,2020,2020-09-13,2000,2020,2020-09-13,2337,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,Chinese,None,None,None,None,YES,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,Mischief and Property Damage,Private,Private
416,GO-20201863275,2020,2020-09-17,1730,2020,2020-10-01,818,D51,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO,Assault-related Offenses,Public,Public
421,GO-20201856358,2020,2020-09-29,1800,2020,2020-09-30,923,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Interfere With Property,134,Highland Creek (134),134,Highland Creek (134),NO,Mischief and Property Damage,Public,Public
426,GO-20201891819,2020,2020-10-05,1823,2020,2020-10-05,1823,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,Mischief and Property Damage,Other,Other
427,GO-20201916873,2020,2020-10-09,923,2020,2020-10-09,923,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO,Mischief and Property Damage,Public,Public
429,GO-20201937709,2020,2020-10-12,300,2020,2020-10-12,1637,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO,Mischief and Property Damage,Casual,Corporate
431,GO-20201956347,2020,2020-10-14,1145,2020,2020-10-15,901,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,Mischief and Property Damage,Casual,Corporate
434,GO-20201954792,2020,2020-10-15,0,2020,2020-10-15,8,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),NO,Mischief and Property Damage,Private,Private
435,GO-20201983702,2020,2020-10-15,1613,2020,2020-10-19,1309,D51,Non-Commercial/Non for Profit,NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES,Threats and Harassment,Casual,Corporate
438,GO-20201998336,2020,2020-10-21,1532,2020,2020-10-21,1532,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO,Mischief and Property Damage,Casual,Corporate
440,GO-20202026971,2020,2020-10-25,1855,2020,2020-10-25,1855,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO,Mischief and Property Damage,Public,Public
447,GO-20202065537,2020,2020-10-31,1120,2020,2020-10-31,1120,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO,Mischief and Property Damage,Private,Private
450,GO-20202091909,2020,2020-11-03,1345,2020,2020-11-04,1711,D55,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,Threats and Harassment,Other,Other
451,GO-20202099535,2020,2020-11-05,1219,2020,2020-11-05,1222,D53,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Assault,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),NO,Assault-related Offenses,Public,Public
452,GO-20202106539,2020,2020-11-06,400,2020,2020-11-06,1245,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO,Mischief and Property Damage,Private,Private
454,GO-20202139621,2020,2020-11-10,1200,2020,2020-11-11,1027,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO,Mischief and Property Damage,Private,Private
457,GO-20202146918,2020,2020-11-12,836,2020,2020-11-12,1212,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,White,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES,Threats and Harassment,Government,Government
459,GO-20202185440,2020,2020-11-16,1415,2020,2020-11-18,817,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO,Hate-related Offenses,Private,Private
464,GO-20202253077,2020,2020-11-28,1150,2020,2020-11-28,1156,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),NO,Mischief and Property Damage,Private,Private
468,GO-20202322665,2020,2020-12-08,1430,2020,2020-12-09,1402,D55,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,Mischief and Property Damage,Public,Public
469,GO-20202334437,2020,2020-12-11,1018,2020,2020-12-11,1018,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES,Threats and Harassment,Private,Private
472,GO-20202381048,2020,2020-12-18,1400,2020,2020-12-18,1819,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO,Mischief and Property Damage,Public,Public
479,GO-2021106655,2021,2021-01-01,0,2021,2021-01-17,2304,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,White,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO,Mischief and Property Damage,Public,Public
481,GO-20218566,2021,2021-01-02,1530,2021,2021-01-02,1747,D53,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO,Mischief and Property Damage,Public,Public
483,GO-202173071,2021,2021-01-12,1717,2021,2021-01-12,1717,D13,Streets/Roadways/Highway,NO,NO,White,None,None,None,None,None,NO,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),NO,Assault-related Offenses,Public,Public
484,GO-202180953,2021,2021-01-13,2016,2021,2021-01-13,2016,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO,Assault-related Offenses,Public,Public
485,GO-2021106201,2021,2021-01-17,1752,2021,2021-01-17,1933,D51,NA,NO,NO,Black,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO,Assault-related Offenses,Other,Other
488,GO-2021170495,2021,2021-01-26,1900,2021,2021-01-27,1800,D51,Streets/Roadways/Highway,NO,NO,Other race not mentioned,None,None,None,None,None,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO,Mischief and Property Damage,Public,Public
491,GO-2021176294,2021,2021-01-28,950,2021,2021-01-28,1353,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Other Criminal Code Offence Not Listed,037,Willowdale West (37),037,Willowdale West (37),NO,Other Offenses,Public,Public
494,GO-2021298910,2021,2021-02-06,1400,2021,2021-02-16,1237,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),NO,Hate-related Offenses,Government,Government
495,GO-2021261871,2021,2021-02-10,1345,2021,2021-02-10,1442,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO,Assault-related Offenses,Private,Private
498,GO-2021306505,2021,2021-02-16,1444,2021,2021-02-17,1445,D43,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,135,Morningside (135),135,Morningside (135),YES,Threats and Harassment,Casual,Corporate
499,GO-2021296866,2021,2021-02-16,528,2021,2021-02-16,528,D43,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,139,Scarborough Village (139),139,Scarborough Village (139),YES,Threats and Harassment,Other,Other
500,GO-2021330327,2021,2021-02-20,1600,2021,2021-02-21,1056,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,158,Islington (158),014,Islington-City Centre West (14),NO,Mischief and Property Damage,Public,Public
502,GO-2021356262,2021,2021-02-23,825,2021,2021-02-25,1027,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO,Mischief and Property Damage,Public,Public
503,GO-2021348769,2021,2021-02-24,820,2021,2021-02-24,834,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault With a Weapon,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO,Assault-related Offenses,Public,Public
